"run_id","condition","rt","url","trial_type","trial_index","time_elapsed","internal_node_id","PROLIFIC_PID","SESSION_ID","STUDY_ID","preview","subject","age","gender","gender_rt","attention_check2","attention_check2_rt","attention_check1","attention_check1_rt","scenario","test_condition","InJu1","InJu1_rt","InJu1_trial1","InJu1_trial2","InJu1_trial3","conf1","ca1","sw1","rsn1","ca2","sw2","rsn2","ca3","sw3","rsn3","CS","CS_rt","CS_trial1","CS_trial2","CS_trial3","InJu2","InJu2_rt","InJu2_trial1","InJu2_trial2","InJu2_trial3","conf2","previous_experience","responses","stimulus","button_pressed","key_press","response","cog_practice","cog_practice1","cog_practice2","cog_practice3","cog_load_response8","cog_load_response0","reason","cog_load_response5","cog_practice_trial_number","InJu1_trial_number","CS_trial_number","InJu2_trial_number","Ju1_bin","Ju2_bin","InCS","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","Rch1","Rch2","Rs_changed","Rs_changed_tot","changed","changed_tot","rs1","rs2","rs3","rs4","rs5","rs6","rs1_bin","rs2_bin","rs3_bin","reason_always"
424,"cog_load","3695.2999999523163","debriefing_form.html","external-html",61,312195,"0.0-7.0","54905775fdf99b7255546dfe","618c496e091dd9b5edf10a2e","618c128dfba7721f72bf2b25",NA,"v52ngfke8f2bz25","33",1,1613.60000002384,1,19859.7999999523,8,14687.3000000715,"Heinz","cog_load","2","16101",1,0,0,3,0,0,0,0,1,0,0,1,0,2,13286.8999999762,1,0,0,"2","12842.600000023842",1,0,0,5,"no","""","""","""","""","""",2,0,2,0,"1","2","2","1",2,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","not wrong","not wrong","wrong","wrong",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
721,"control","37895.40000009537","debriefing_form.html","external-html",27,294974,"0.0-7.0","54f225d6fdf99b66cd167ef3","618c6990f4b5710fdc0fb396","618c128dfba7721f72bf2b1b",NA,"kf3ckuy9okdrdow","54f225d6fdf99b66cd167ef3",0,2103,1,15659.5999999046,8,32870.5,"Heinz","control","2","13365.600000143051",1,0,0,6,0,1,2,0,0,2,0,0,2,2,10629.2999999523,1,0,0,"1","5075",1,0,0,6,"No.","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"He  was charging much more for the drug than was reasonable for him to make a good living. Also he had no reason not to let Heinz pay the remainder later.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","2","2","2","reason","unstated","2","2","2",FALSE
263,NA,"8553.5","""","html-button-response",6,191023,"0.0-4.0-1.0","557481b5fdf99b1db34e6fd3","618c3fc4f33302f570d66b71","618c128dfba7721f72bf2b1b",NA,"62q0t84lloxr66j","61",0,1315.39999999106,1,5627.79999999702,8,8553.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","<img src=""img/attention1.png""><br><p>Please select a word that describes how you are currently feeling:","8","""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unstated",NA,NA,NA,NA,"unstated",NA,NA,NA,NA
823,"cog_load","6401","""","survey-text",52,340285,"0.0-6.0","558bb476fdf99b21155f2dbf","618c9d8c821dde4bc5da0ddb","618c128dfba7721f72bf2b1b",NA,"3zbh3re3efd07w1","70",0,2165.89999999991,1,8009.79999999981,8,24206.7,"Incest","cog_load","2","14951.600000000093",1,0,0,6,0,0,2,0,0,2,1,0,2,1,8454.10000000009,1,0,0,"2","5125.699999999953",1,0,0,6,"no","{""Q0"":""no""}","""","""","""","""",2,1,0,0,"1","1",NA,"1",1,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","2","2","2","no reason","unstated","2","2","2",FALSE
818,"cog_load","5191.799999982119","""","survey-text",60,557345,"0.0-6.0","559272f4fdf99b7e42e96932","618c9bb3d8a1b77098819dd4","618c128dfba7721f72bf2b20",NA,"dm8dq9u6gktdqtu","51",1,1837.5,1,29132.2999999821,8,38267.7999999821,"Heinz","cog_load","3","12582.800000011921",1,0,0,6,0,0,0,0,0,0,0,0,0,2,14884.099999994,1,0,0,"2","14209.40000000596",1,0,0,6,"no","{""Q0"":""no""}","""","""","""","""",2,0,2,0,"1","3","3","1",2,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
869,"control","77774.90000009537","""","survey-text",25,493058,"0.0-6.0","5592fd82fdf99b59a8fb1e61","618ca9efabd22cd85a1dea30","618c128dfba7721f72bf2b1b",NA,"ra6dxt4hq1b3vy0","66",0,1862.39999997616,1,32388.3999999762,8,61486.6999999285,"Heinz","control","2","30602.399999976158",1,0,0,5,0,0,2,0,0,0,0,0,0,1,14024.5,1,0,0,"2","34577.300000071526",1,0,0,3,"no","{""Q0"":""the druggist hasn't done anything wrong but what about humanity,  the man stole which is wrong but you can see the reason why""}","""","""","""","""",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,"unstated","2","reason","reason","no reason","unstated","2","reason","reason",FALSE
580,"control","23642","debriefing_form.html","external-html",27,220160,"0.0-7.0","559ac2c8fdf99b21ba9b0244","618c557addbbfec69a4e595d","618c128dfba7721f72bf2b11",NA,"omwwrj6aglmqjb2","53",0,1901,1,12826,8,22596,"Heinz","control","2","6154.000000000015",1,0,0,7,0,1,0,0,1,0,0,0,0,2,10683,1,0,0,"1","4814",1,0,0,7,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"He could have still made a living by charging less for the drug he would probably have made more money because would have sold more in my opinion",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","not wrong","wrong","wrong","wrong",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
489,"control","18618.99999999997","debriefing_form.html","external-html",27,275607,"0.0-7.0","559da2ccfdf99b31e5c871ed","618c4e521365b0fbe35d4781","618c128dfba7721f72bf2b1b",NA,"tfeup040qxu1hcw","59",0,4041,1,22043,8,31985,"Jennifer","control","1","6260.000000000015",1,0,0,7,0,0,0,0,0,0,0,0,0,2,8047,1,0,0,"1","8250",1,0,0,7,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"Cannabilism is morally wrong",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
251,"control","61931.19999998808","debriefing_form.html","external-html",27,475640,"0.0-7.0","55a7d0a1fdf99b65badeeed7","618c3edf59557429da3a7c02","618c128dfba7721f72bf2b33",NA,"ltdsyxjmr4auoew","40",0,2010.5,1,22111.8000000119,8,48313.2999999523,"Trolley","control","5","25789.100000023842",1,0,0,3,0,0,2,0,0,2,0,0,2,2,6577,1,0,0,"2","12647.299999952316",1,0,0,6,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"The fat man didn't choose to sacrifice himself. Paul has technically murdered him in order to save the five other people.",NA,NA,1,1,1,"right","wrong","It's wrong and I can provide a valid reason.","not wrong","wrong","wrong","wrong","wrong","wrong",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,"unstated","2","2","2","reason","unstated","2","2","2",FALSE
636,"control","2697.7999999523163","""","survey-text",25,211836,"0.0-6.0","55ab63cafdf99b2dcdcc1ff2","618c59912dcb11e0eb541bf2","618c128dfba7721f72bf2b20",NA,"gy5pxrgq7lwpo59","48",1,2266.79999995232,1,9150.60000002384,8,12186.3999999762,"Heinz","control","2","5207.899999976158",1,0,0,5,0,0,2,1,0,2,0,0,2,1,4646.70000004768,1,0,0,"2","7858.900000095367",1,0,0,4,"No","{""Q0"":""}","""","""","""","""",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","2","2","2","no reason","unstated","2","2","2",FALSE
733,"control","5896","debriefing_form.html","external-html",26,410371,"0.0-7.0","55ac3198fdf99b6de3b68b23","618c6b8a6c604d0898f10e31","618c128dfba7721f72bf2b20",NA,"la7p5vvhgqaxgc7","57",1,2671,1,22636,8,36513,"Heinz","control","2","17234",1,0,0,5,0,1,2,0,0,0,0,1,0,0,16859,1,0,0,"5","11669",1,0,0,5,"no","""","""","""","""","""",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"wrong","right","There is nothing wrong.","wrong","not wrong","wrong","not wrong","not wrong","not wrong",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE,3,"unstated","2","reason","reason","unstated","unstated","2","reason","reason",FALSE
374,"cog_load","5253.299999999814","""","survey-text",59,336445,"0.0-6.0","55e837415e4d360012cc2737","618c4625d2324436fc25fded","618c128dfba7721f72bf2b0d",NA,"hfe1a12jdfrn5oy","37",0,1764.70000000019,1,19417.8000000007,8,17728.0999999996,"Jennifer","cog_load","1","13244.900000000373",1,0,0,5,0,0,2,0,0,2,0,0,2,1,8974.89999999944,0,2,0,"1","11014.200000000186",1,0,0,5,"No","{""Q0"":""No""}","""","""","""","""",2,1,0,0,"1","2",NA,"0",1,1,2,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","2","2","2","no reason","unstated","2","2","2",FALSE
1024,"control","6530.199999988079","""","survey-text",25,146051,"0.0-6.0","55fd463977f33b0012cb2ba7","618d994b42b8ec5018d14a05","618d7b245d63c4043bcefa05",NA,"hku9t8ngbjcj9ug","31",0,980.699999988079,1,8620.90000000596,8,18957.5,"Jennifer","control","1","11498.89999999106",1,0,0,3,0,1,2,0,0,2,0,0,1,1,6599.5,1,0,0,"3","3534.7999999970198",1,0,0,3,"No","{""Q0"":""No, thank you.""}","""","""","""","""",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,TRUE,2,"unstated","2","2","no reason","no reason","unstated","2","2","no reason",FALSE
78,"cog_load","361.59999999403954","""","survey-text",53,233298,"0.0-6.0","563dd65def3f150013b92f8d","618c2f9652ad35786aae7cb6","618c128dfba7721f72bf2b34",NA,"kawc1ubl3vr8dve","35",0,1859.59999999404,1,13575.6999999881,1,3155.09999999404,"Incest","cog_load","1","15107.90000000596",1,0,0,6,0,0,0,0,0,0,0,0,0,2,12948.2999999821,1,0,0,"1","12695.800000011921",1,0,0,6,"No","{""Q0"":""}","""","""","""","""",2,1,0,0,"1","2","AS they are siblings.","1",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
870,"control","3676.100000023842","debriefing_form.html","external-html",26,263794,"0.0-7.0","5654166804212700054a12aa","618cab7b99c81bfdd3fe2ebd","618c128dfba7721f72bf2b15",NA,"8z1f64f68u970ty","60",1,2000.29999995232,1,31465.3000000715,8,37233.7000000477,"Heinz","control","3","9590",1,0,0,6,0,1,2,0,0,0,0,0,0,0,10656.1000000238,1,0,0,"4","10409.200000047684",1,0,0,6,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"wrong","neutral","There is nothing wrong.","wrong","not wrong","wrong","wrong","not wrong","not wrong",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,TRUE,3,"unstated","2","reason","reason","unstated","unstated","2","reason","reason",FALSE
490,"control","8472.00000000003","""","survey-text",25,216025,"0.0-6.0","566e1aec744e3e0005b4e668","618c4e5c0c30cd3e50700b37","618c128dfba7721f72bf2b28",NA,"07nquazc6jjbp9t","41",1,1225,4,15398,8,27365,"Incest","control","4","13654",1,0,0,4,0,1,2,0,1,0,0,1,0,0,9063,1,0,0,"4","8099",1,0,0,4,"No","{""Q0"":""No""}","""","""","""","""",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"neutral","neutral","There is nothing wrong.","not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,"unstated","2","reason","reason","unstated","unstated","2","reason","reason",FALSE
885,"control","16876.099999999977","debriefing_form.html","external-html",27,216157,"0.0-7.0","5680452cc5767f00121cc81a","618cb36d8ffd4c01e0afa098","618c128dfba7721f72bf2b15",NA,"he3dyagt0uputat","58",1,1161.20000000001,1,8963.5,8,16058.3,"Heinz","control","3","7590.399999999965",1,0,0,5,0,1,0,0,0,0,0,0,0,2,17927.8,1,0,0,"3","5108",1,0,0,6,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"The profit should reasonabley cover the development costs and also allow reasonable profits. More than this is a form of extortion.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
754,"control","42680.89999997616","debriefing_form.html","external-html",27,334895,"0.0-7.0","568a9909316b10000c50ae46","618c739f050046d94fcde1c4","618c128dfba7721f72bf2b1b",NA,"8vwb5d8pfsyuace","71",0,1897.20000004768,1,12437.3999999762,8,21958.6999999881,"Jennifer","control","1","6991.399999976158",1,0,0,7,1,0,0,0,0,0,0,0,0,2,7616.5,1,0,0,"1","5146.800000011921",1,0,0,7,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"The donor left his body for medical research, not to be cut up and cooked. If his family discovered what had happened, they would be devastated.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
54,"control","35426.69999998808","debriefing_form.html","external-html",27,235414,"0.0-7.0","5697cad57183b800060fbfa6","618c2baa64cf786ffbae3f78","618c128dfba7721f72bf2b33",NA,"bawxt2xavzfv226","38",0,1325,1,14633.3000000119,8,32007.7999999523,"Trolley","control","6","10098.299999952316",1,0,0,5,0,1,0,0,1,0,0,1,0,2,13880.6000000238,1,0,0,"6","3564",1,0,0,5,"yes","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"Although morally it is the right things as it is for the greater good, one person dies instead of five, in reality it would be almost impossible to make that decision",NA,NA,1,1,1,"right","right","It's wrong and I can provide a valid reason.","not wrong","not wrong","not wrong","not wrong","wrong","not wrong",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
172,"cog_load","8689.699999988079","""","survey-text",53,428610,"0.0-6.0","56a93b0a402025000bd62f17","618c39a898325400bcd3265b","618c128dfba7721f72bf2b1b",NA,"x01dg1wsmf7xxgf","59",0,3542.39999997616,1,14452.7000000477,8,28767.1000000238,"Jennifer","cog_load","1","8575.900000035763",1,0,0,5,0,0,1,0,1,1,0,0,1,2,13753.8999999762,1,0,0,"1","9401.399999976158",1,0,0,5,"no","{""Q0"":""no""}","""","""","""","""",2,1,0,0,"1","4","4","1",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","not wrong","wrong","wrong","wrong",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","no reason","no reason","no reason","reason","unstated","no reason","no reason","no reason",FALSE
989,"cog_load","8296.919999993406","debriefing_form.html","external-html",54,317429,"0.0-7.0","56cdc47f52789e0005404e34","618d9221a050f9619434ecae","618d7b245d63c4043bcefa05",NA,"eykan9o08qooz8r","40",0,1170.15999997966,1,7925.69000000367,2,1990.71500002174,"Incest","cog_load","1","6268.544999998994",1,0,0,7,0,0,0,1,0,0,0,0,0,2,4760.9999999986,1,0,0,"1","4650.885000010021",1,0,0,7,"Yes in a TV programme","""","""","""","""","""",2,1,0,0,"0","0","They should know that it is illegal and should have exercised self-control","0",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
625,"cog_load","12962","debriefing_form.html","external-html",53,222091,"0.0-7.0","57019bd1917228000e8d4fd1","618c58cb23497d2590ac5422","618c128dfba7721f72bf2b29",NA,"awqyskn8oyl2e4t","34",1,1192,4,9794,8,8847,"Jennifer","cog_load","4","14443",1,0,0,2,0,0,0,0,0,0,1,0,0,1,18842,1,0,0,"1","9430",1,0,0,2,"no","""","""","""","""","""",2,1,0,0,"2","3",NA,"0",1,1,1,1,"neutral","wrong","It's wrong but I can't think of a reason.","not wrong","wrong","wrong","wrong","wrong","wrong",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
845,"control","53903.700000000186","debriefing_form.html","external-html",27,822809,"0.0-7.0","5702c03e68c641000e0d754d","618ca29a60dfa25398a335a3","618c128dfba7721f72bf2b20",NA,"umccomx6jlr6nkb","50",1,1635,1,36348.5,8,53303.1000000001,"Trolley","control","1","13399.30000000028",1,0,0,7,0,1,0,0,0,0,0,0,0,2,7808.69999999972,1,0,0,"1","5644",1,0,0,7,"Not this specific scenario. I have, however, come across the trolley/lever variant.","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"The five people were already on course to die. The large man that Paul pushed was not. No innocent person should die unwillingly to save the lives of others.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
446,"control","59096.5","""","survey-text",26,325443,"0.0-6.0","571b37aa5d40840011c3a04d","618c4b3901ad0d0ce0da761f","618c128dfba7721f72bf2b11",NA,"k9lyd4cfa8g6pmz","57",0,2832.20000000298,1,8768.90000000596,8,19217.200000003,"Trolley","control","4","29053.19999999553",1,0,0,3,0,0,1,0,1,1,0,1,0,2,14259,1,0,0,"4","11099.20000000298",1,0,0,3,"No.","{""Q0"":""Only that I would hope never to be faced with that sort of dilemma ""}","""","""","""","""",NA,NA,NA,NA,NA,NA,"He ""murdered"" a man to save others,.",NA,NA,1,1,1,"neutral","neutral","It's wrong and I can provide a valid reason.","not wrong","wrong","not wrong","not wrong","wrong","not wrong",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,TRUE,4,"unstated","no reason","no reason","reason","reason","unstated","no reason","no reason","reason",FALSE
940,"control","2087","debriefing_form.html","external-html",27,575677,"0.0-7.0","571de12713b1b70012be47f6","618ced1c4634d19d85ca406c","618c128dfba7721f72bf2b06",NA,"vwq1o9x286p5y3c","66",1,1161,1,14627,8,22819,"Trolley","control","1","15774",1,0,0,1,0,1,0,0,0,0,0,0,0,2,5191,1,0,0,"4","5333",1,0,0,6,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"Those five people, maybe they are all murderers, rapists, paedophiles, maybe they are abusive, domestic violence committers, maybe they are vile people, maybe they are being given the gift of moving on to another potential higher existence, who is this one person to decide, just because he would feel GUILTY, does not mean it is morally right, that is the IGNORANCE and audacity of human nature, it is his SELFISHNESS his NEED to prove and not be villified by the IGNORANCE of culture that causes him to act. This is words, concepts, language, it is not truth. Morality, the WORD is NOT the thing.",NA,NA,1,1,1,"wrong","neutral","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","not wrong",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
64,"control","7695.79999999702","debriefing_form.html","external-html",27,233541,"0.0-7.0","572897d52865c40008423b21","618c2d1d3901cf759ebac923","618c128dfba7721f72bf2b33",NA,"6w9jtstaf2chgo2","38",0,1512.5,4,10222.0999999978,8,12944.5,"Trolley","control","1","3858.400000002235",1,0,0,7,0,0,0,0,1,0,0,0,0,2,5735.10000000149,1,0,0,"1","4621.300000000745",1,0,0,7,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"Even though Paul has saved the lives of five, he has single-handedly caused the death of one. By not intervening, he would not have broken the law. By intervening, he has broken the law and committed murder.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","not wrong","wrong","wrong","wrong",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
280,"control","5182.5999999940395","""","survey-text",25,252942,"0.0-6.0","572bac993437df0008444fba","618c410d91b1733eea1f2e3c","618c128dfba7721f72bf2b33",NA,"gxx383zh182yx4a","41",0,12462.900000006,4,69935.1000000238,8,30072.5,"Incest","control","1","6471.5999999940395",1,0,0,7,1,0,2,0,0,0,1,0,0,1,8297.5,1,0,0,"1","4928.199999988079",1,0,0,7,"No","{""Q0"":""No""}","""","""","""","""",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,"unstated","2","reason","reason","no reason","unstated","2","reason","reason",FALSE
337,"control","3969.899999976158","""","survey-text",26,259291,"0.0-6.0","573f47d250f5e6000dcc47f8","618c444204d8a7bd442198da","618c128dfba7721f72bf2b11",NA,"y8wknofxa5r15x5","50",0,1937.5,1,26596.599999994,8,33356.6999999881,"Jennifer","control","1","3434.2999999821186",1,0,0,7,0,0,0,0,0,0,0,0,0,2,7194.09999999404,1,0,0,"1","6183.5",1,0,0,7,"No","{""Q0"":""No""}","""","""","""","""",NA,NA,NA,NA,NA,NA,"The person only consented for their body to be used for scientific purposes, not to be eaten.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
683,"cog_load","2669.0999999940395","""","survey-text",60,428034,"0.0-6.0","5742796172b4fb00070a3309","618c61d94488621183d6f341","618c128dfba7721f72bf2b28",NA,"z2fu169p6084xmc","5742796172b4fb00070a3309",1,1474.5,1,13684.8999999762,8,36494.099999994,"Heinz","cog_load","2","11668",0,2,0,5,0,1,0,0,0,0,0,0,0,2,12810.400000006,1,0,0,"3","11774.5",1,0,0,5,"No","{""Q0"":""No""}","""","""","""","""",1,1,0,0,"1","3","Heinz was in a desperate situation so he could have shown a bit of empathy towards him","1",1,2,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
791,"control","5190.600000023842","debriefing_form.html","external-html",27,541306,"0.0-7.0","5747ac9d5bef980010b0414b","618c882ef5cdb5d546a6248a","618c128dfba7721f72bf2b20",NA,"47wxf1qpl76kr20","51",1,1477.20000004768,1,16102.3999999762,8,282069.5,"Trolley","control","2","8756",1,0,0,6,0,1,2,0,0,1,0,0,1,2,14622.7000000477,1,0,0,"2","3710.7999999523163",1,0,0,6,"no","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"He is killing someone from pushing him over bridge to stop fate from killing the other 5 people and is now a murderer",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE,2,"unstated","2","no reason","no reason","reason","unstated","2","no reason","no reason",FALSE
920,"control","26110","debriefing_form.html","external-html",27,291577,"0.0-7.0","574c71865bef980010b0e35d","618cbd33fb12f27a4358af82","618c128dfba7721f72bf2b15",NA,"nxc0dr3cxecb81m","61",1,2189.80000001192,1,36367.5,8,30511.1000000238,"Jennifer","control","1","12110.40000000596",1,0,0,7,0,0,0,0,0,0,0,0,0,2,6247.30000001192,1,0,0,"1","4726.299999982119",1,0,0,7,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"The person consented to being used for medical research, but not as food",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
182,"cog_load","3898","""","survey-text",53,236723,"0.0-6.0","576e5f28c7af4700018172a1","618c3a63cc2ac4f8f671422c","618c128dfba7721f72bf2b33",NA,"8shzvrhnn3e78pw","46",0,1762,1,6415,8,21589,"Jennifer","cog_load","1","6311",1,0,0,7,1,0,0,0,0,0,0,0,0,2,6082,1,0,0,"1","3698",1,0,0,7,"No and I think it’s horrific!","{""Q0"":""no""}","""","""","""","""",1,1,0,0,"1","2","2","1",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
